amfi_code,date,nav
120506,2022-04-05,233.5848
102887,2022-04-05,168.3022
120503,2022-04-05,64.2386
149324,2022-04-05,79.2586
118634,2022-04-05,69.3256
102885,2022-04-05,87.8593
119598,2022-04-05,108.5247
119551,2022-04-05,51.2263
118635,2022-04-05,164.3949
102887,2022-04-06,169.8494
120504,2022-04-06,63.5604
148568,2022-04-06,84.3287
148569,2022-04-06,32.3704
120503,2022-04-06,64.1314
119598,2022-04-06,105.7378
101206,2022-04-06,303.4293
100016,2022-04-06,532.3217
102886,2022-04-06,128.4052
118632,2022-04-06,50.1848
102885,2022-04-06,88.1683
118633,2022-04-06,50.8314
149322,2022-04-06,319.9785
119095,2022-04-06,48.5687
120506,2022-04-06,233.2764
119094,2022-04-06,73.1974
118635,2022-04-06,164.632
119092,2022-04-06,35.5151
120844,2022-04-06,3255.4867
120841,2022-04-06,263.943
125498,2022-04-06,100.3077
100025,2022-04-06,26.9045
100033,2022-04-06,95.6914
149323,2022-04-06,78.9937
149324,2022-04-06,80.306
148567,2022-04-06,82.6822
120507,2022-04-06,291.199
101208,2022-04-06,316.8494
118636,2022-04-06,31.7452
119599,2022-04-06,93.6205
120505,2022-04-06,183.4785
120842,2022-04-06,64.7594
118634,2022-04-06,68.2274
119552,2022-04-06,59.138
125497,2022-04-06,563.1074
101207,2022-04-06,43.5501
119093,2022-04-06,39.8988
120843,2022-04-06,46.0085
119551,2022-04-06,51.7084
119120,2022-04-06,42.6581
120842,2022-04-07,64.8128
125497,2022-04-07,563.1078
101208,2022-04-07,316.873
120841,2022-04-07,263.959
119092,2022-04-07,35.1288
148568,2022-04-07,85.4537
119093,2022-04-07,39.8559
119598,2022-04-07,103.9855
149322,2022-04-07,319.0921
119599,2022-04-07,95.6096
120505,2022-04-07,185.0729
101206,2022-04-07,300.9607
120843,2022-04-07,45.7548
118635,2022-04-07,163.7042
120844,2022-04-07,3256.7988
119552,2022-04-07,58.7342
120506,2022-04-07,231.233
125498,2022-04-07,102.5456
118633,2022-04-07,51.1751
119095,2022-04-07,48.6263
102885,2022-04-07,87.3387
118636,2022-04-07,31.8258
100016,2022-04-07,526.7582
100025,2022-04-07,26.9702
118632,2022-04-07,50.6727
100033,2022-04-07,95.4901
118634,2022-04-07,67.9982
102887,2022-04-07,171.4191
149323,2022-04-07,79.1354
120504,2022-04-07,64.6895
148569,2022-04-07,32.9035
119551,2022-04-07,51.9003
120503,2022-04-07,64.4878
102886,2022-04-07,129.2496
148567,2022-04-07,83.4134
149324,2022-04-07,81.8626
120507,2022-04-07,291.4291
101207,2022-04-07,43.5421
119094,2022-04-07,73.8389
119120,2022-04-07,42.5783
118632,2022-04-08,49.8159
102886,2022-04-08,131.2724
101207,2022-04-08,43.2182
120506,2022-04-08,230.9018
119599,2022-04-08,92.4099
101206,2022-04-08,303.2238
148569,2022-04-08,33.6892
118633,2022-04-08,51.2718
120505,2022-04-08,186.6974
100025,2022-04-08,26.9786
148567,2022-04-08,85.1906
118636,2022-04-08,31.8277
120504,2022-04-08,64.1877
119095,2022-04-08,49.0853
125498,2022-04-08,102.0832
119551,2022-04-08,51.6325
118634,2022-04-08,66.9896
119120,2022-04-08,42.5943
119552,2022-04-08,59.8869
118635,2022-04-08,163.0285
149324,2022-04-08,83.6806
120843,2022-04-08,45.2192
120844,2022-04-08,3255.8982
100016,2022-04-08,525.7986
119598,2022-04-08,106.1217
102885,2022-04-08,88.7609
120507,2022-04-08,291.4505
119094,2022-04-08,74.4812
120841,2022-04-08,263.096
120842,2022-04-08,65.1233
149323,2022-04-08,77.9204
101208,2022-04-08,316.945
119093,2022-04-08,40.198
119092,2022-04-08,35.267
100033,2022-04-08,95.5666
149322,2022-04-08,318.7841
120503,2022-04-08,64.1375
102887,2022-04-08,171.9322
125497,2022-04-08,567.5195
148568,2022-04-08,85.652
102887,2022-04-11,172.7822
119120,2022-04-11,42.6766
120844,2022-04-11,3256.3932
125498,2022-04-11,103.9971
119094,2022-04-11,75.1246
120504,2022-04-11,63.4551
119095,2022-04-11,50.5777
149324,2022-04-11,82.0862
119551,2022-04-11,51.8241
120843,2022-04-11,45.0612
101208,2022-04-11,317.1879
119093,2022-04-11,39.6921
102885,2022-04-11,88.9635
149323,2022-04-11,79.1667
118634,2022-04-11,68.864
100033,2022-04-11,96.9452
119552,2022-04-11,59.2935
118635,2022-04-11,164.9636
149322,2022-04-11,320.1228
120506,2022-04-11,232.5284
100025,2022-04-11,27.0582
119598,2022-04-11,105.954
118633,2022-04-11,50.8463
125497,2022-04-11,562.499
118636,2022-04-11,31.8681
148569,2022-04-11,33.453
120503,2022-04-11,64.7355
101206,2022-04-11,305.1712
120507,2022-04-11,291.4249
119599,2022-04-11,93.2258
120505,2022-04-11,184.7604
119092,2022-04-11,35.2485
101207,2022-04-11,43.1649
102886,2022-04-11,129.8671
120842,2022-04-11,63.6984
118632,2022-04-11,49.7151
120841,2022-04-11,264.4579
100016,2022-04-11,526.2264
148568,2022-04-11,85.2143
148567,2022-04-11,85.3055
119599,2022-04-12,89.7145
149323,2022-04-12,79.2486
125498,2022-04-12,105.6719
101208,2022-04-12,317.4249
125497,2022-04-12,562.5335
148568,2022-04-12,84.9542
120844,2022-04-12,3257.4293
120503,2022-04-12,64.6245
119551,2022-04-12,52.5589
101206,2022-04-12,302.7622
102887,2022-04-12,173.4294
100025,2022-04-12,27.0931
119598,2022-04-12,105.1348
148567,2022-04-12,85.1707
119120,2022-04-12,42.5136
119552,2022-04-12,59.4864
118636,2022-04-12,31.9304
149322,2022-04-12,323.3803
120841,2022-04-12,264.8297
118633,2022-04-12,50.4397
120505,2022-04-12,185.3122
120842,2022-04-12,62.927
119093,2022-04-12,39.8291
100033,2022-04-12,95.6499
120506,2022-04-12,232.9536
100016,2022-04-12,527.7466
118632,2022-04-12,50.3512
102885,2022-04-12,88.7989
119092,2022-04-12,35.5014
119094,2022-04-12,75.561
120507,2022-04-12,291.5467
101207,2022-04-12,44.2241
102886,2022-04-12,127.9576
119095,2022-04-12,51.2685
148569,2022-04-12,33.5219
149324,2022-04-12,79.7149
118635,2022-04-12,167.7851
118634,2022-04-12,71.1155
120843,2022-04-12,44.9793
120504,2022-04-12,63.3688
119092,2022-04-13,35.6772
149324,2022-04-13,79.2705
119120,2022-04-13,42.5773
102887,2022-04-13,172.9832
120504,2022-04-13,62.8662
120842,2022-04-13,62.9003
120507,2022-04-13,291.5613
148568,2022-04-13,85.0901
100033,2022-04-13,96.1953
125497,2022-04-13,572.3948
101208,2022-04-13,317.601
149323,2022-04-13,80.0126
120503,2022-04-13,64.4188
119093,2022-04-13,39.2377
148569,2022-04-13,33.3971
119551,2022-04-13,52.5694
102886,2022-04-13,127.1673
119094,2022-04-13,76.4718
120841,2022-04-13,262.2434
100025,2022-04-13,27.1017
119599,2022-04-13,88.4377
118632,2022-04-13,50.1503
119095,2022-04-13,51.6873
120843,2022-04-13,44.8104
101207,2022-04-13,43.3064
125498,2022-04-13,104.4839
148567,2022-04-13,85.6382
119598,2022-04-13,105.4921
118634,2022-04-13,71.9103
102885,2022-04-13,89.1271
101206,2022-04-13,308.6697
120506,2022-04-13,235.9895
118635,2022-04-13,170.0749
149322,2022-04-13,328.927
119552,2022-04-13,59.8507
120505,2022-04-13,188.7043
118633,2022-04-13,49.584
118636,2022-04-13,31.8765
120844,2022-04-13,3260.7102
100016,2022-04-13,522.8529
119552,2022-04-14,60.1005
118635,2022-04-14,168.3287
119120,2022-04-14,42.4764
102886,2022-04-14,126.1377
101206,2022-04-14,305.9112
148568,2022-04-14,85.3281
101207,2022-04-14,42.7888
120843,2022-04-14,44.862
120507,2022-04-14,291.5649
101208,2022-04-14,317.7032
125498,2022-04-14,105.8553
148567,2022-04-14,85.5442
100033,2022-04-14,96.2441
120506,2022-04-14,233.5877
149322,2022-04-14,331.4686
120841,2022-04-14,262.9665
118632,2022-04-14,50.865
118636,2022-04-14,31.9166
125497,2022-04-14,578.5997
102887,2022-04-14,174.6645
118633,2022-04-14,49.2472
100025,2022-04-14,27.1086
120504,2022-04-14,62.8699
119093,2022-04-14,38.9326
148569,2022-04-14,33.3505
118634,2022-04-14,72.9527
119092,2022-04-14,35.4959
120842,2022-04-14,63.3313
100016,2022-04-14,528.6739
149324,2022-04-14,79.9894
149323,2022-04-14,80.2538
120844,2022-04-14,3261.8786
120505,2022-04-14,188.3636
102885,2022-04-14,88.7096
119599,2022-04-14,90.8153
119095,2022-04-14,52.7788
119598,2022-04-14,106.4219
119094,2022-04-14,77.8221
119551,2022-04-14,53.3273
120503,2022-04-14,64.4644
101206,2022-04-15,308.7788
119598,2022-04-15,108.4058
120504,2022-04-15,63.2851
119552,2022-04-15,60.0333
118633,2022-04-15,49.6188
119092,2022-04-15,35.3613
148569,2022-04-15,33.703
101207,2022-04-15,42.6787
120844,2022-04-15,3262.8635
119093,2022-04-15,38.7797
118634,2022-04-15,73.3056
120843,2022-04-15,44.8532
100016,2022-04-15,526.1696
118635,2022-04-15,166.4686
102885,2022-04-15,87.0724
120505,2022-04-15,188.7829
119095,2022-04-15,52.5727
118636,2022-04-15,32.0345
149322,2022-04-15,334.0513
120507,2022-04-15,291.6869
120841,2022-04-15,257.4585
149324,2022-04-15,78.8794
120842,2022-04-15,63.5126
149323,2022-04-15,80.0649
101208,2022-04-15,317.837
102887,2022-04-15,173.165
119120,2022-04-15,42.5767
100025,2022-04-15,27.0512
148567,2022-04-15,85.148
120503,2022-04-15,64.1623
125497,2022-04-15,585.8275
102886,2022-04-15,124.982
119551,2022-04-15,52.1363
100033,2022-04-15,95.9254
148568,2022-04-15,85.754
120506,2022-04-15,234.8248
125498,2022-04-15,105.1041
119094,2022-04-15,76.1451
119599,2022-04-15,90.0656
118632,2022-04-15,51.5302
100033,2022-04-18,97.0126
148569,2022-04-18,33.7051
119094,2022-04-18,74.0905
100016,2022-04-18,518.7241
119092,2022-04-18,35.2596
119120,2022-04-18,42.4857
102885,2022-04-18,87.5263
120842,2022-04-18,63.9832
120507,2022-04-18,291.6666
149322,2022-04-18,339.9511
119093,2022-04-18,38.9758
149324,2022-04-18,76.9947
118633,2022-04-18,50.2274
120504,2022-04-18,63.8759
120506,2022-04-18,232.2002
102886,2022-04-18,127.248
120841,2022-04-18,258.5332
101207,2022-04-18,42.1597
119095,2022-04-18,53.9222
102887,2022-04-18,169.7279
118636,2022-04-18,31.9665
101206,2022-04-18,313.1065
125498,2022-04-18,102.8512
119552,2022-04-18,59.9956
125497,2022-04-18,586.2561
148567,2022-04-18,84.4992
100025,2022-04-18,27.0935
149323,2022-04-18,80.1845
119599,2022-04-18,88.4931
120844,2022-04-18,3263.6404
118634,2022-04-18,73.7938
120503,2022-04-18,64.3818
119551,2022-04-18,52.5427
118635,2022-04-18,164.9383
120505,2022-04-18,188.3628
101208,2022-04-18,317.9561
119598,2022-04-18,111.004
120843,2022-04-18,44.9844
118632,2022-04-18,51.527
148568,2022-04-18,85.4259
100033,2022-04-19,98.1048
120841,2022-04-19,255.4715
102886,2022-04-19,127.5603
100025,2022-04-19,27.0985
101208,2022-04-19,318.0214
119120,2022-04-19,42.5721
125498,2022-04-19,102.3989
148569,2022-04-19,34.2024
120506,2022-04-19,232.5361
125497,2022-04-19,588.2214
102887,2022-04-19,168.0556
119094,2022-04-19,75.6807
148568,2022-04-19,85.934
119551,2022-04-19,52.6102
149323,2022-04-19,81.6994
120842,2022-04-19,63.2046
149324,2022-04-19,77.9463
120503,2022-04-19,64.1104
118636,2022-04-19,32.0119
118632,2022-04-19,51.2958
101207,2022-04-19,41.9258
120844,2022-04-19,3263.1027
149322,2022-04-19,339.512
118634,2022-04-19,72.0233
120507,2022-04-19,291.6079
119093,2022-04-19,38.7557
148567,2022-04-19,82.0254
119552,2022-04-19,60.0497
119598,2022-04-19,110.4733
100016,2022-04-19,518.493
118633,2022-04-19,50.5581
120504,2022-04-19,64.3698
101206,2022-04-19,313.5714
118635,2022-04-19,165.2051
119599,2022-04-19,88.2948
120505,2022-04-19,183.3414
119092,2022-04-19,35.8689
119095,2022-04-19,54.929
120843,2022-04-19,45.4411
102885,2022-04-19,88.5395
120843,2022-04-20,45.7407
148569,2022-04-20,34.0328
101207,2022-04-20,43.1732
101208,2022-04-20,318.0629
120507,2022-04-20,291.8418
120505,2022-04-20,183.5104
119552,2022-04-20,60.0029
119551,2022-04-20,52.4987
119093,2022-04-20,38.8186
149324,2022-04-20,77.5914
120504,2022-04-20,64.2296
119599,2022-04-20,91.2972
102886,2022-04-20,130.6956
125497,2022-04-20,593.7499
119120,2022-04-20,42.7031
118634,2022-04-20,72.0023
118636,2022-04-20,31.9542
119095,2022-04-20,54.5923
119598,2022-04-20,108.2846
148567,2022-04-20,82.6013
101206,2022-04-20,311.6107
102885,2022-04-20,88.9901
120841,2022-04-20,255.3869
118632,2022-04-20,51.1923
118635,2022-04-20,161.5319
120506,2022-04-20,234.2986
100025,2022-04-20,27.072
120844,2022-04-20,3264.0327
125498,2022-04-20,102.9568
119092,2022-04-20,36.1067
149323,2022-04-20,80.8811
100016,2022-04-20,518.9178
120842,2022-04-20,62.0559
100033,2022-04-20,97.0652
102887,2022-04-20,170.5506
148568,2022-04-20,86.3763
118633,2022-04-20,50.8322
120503,2022-04-20,64.4091
149322,2022-04-20,343.2679
119094,2022-04-20,74.526
120844,2022-04-21,3264.9805
101207,2022-04-21,43.0085
100016,2022-04-21,519.9214
118635,2022-04-21,160.8378
119095,2022-04-21,56.3209
119598,2022-04-21,107.6758
120843,2022-04-21,46.2104
119599,2022-04-21,88.7787
118634,2022-04-21,71.0721
119552,2022-04-21,60.5463
101206,2022-04-21,309.7219
118632,2022-04-21,52.4366
100025,2022-04-21,27.1553
125497,2022-04-21,602.2871
125498,2022-04-21,102.4573
119551,2022-04-21,52.5683
149323,2022-04-21,78.5034
102887,2022-04-21,170.1448
148568,2022-04-21,86.0842
101208,2022-04-21,318.2575
148567,2022-04-21,81.4587
120505,2022-04-21,184.2987
100033,2022-04-21,96.9191
118636,2022-04-21,32.0457
148569,2022-04-21,34.3231
119120,2022-04-21,42.8081
119094,2022-04-21,73.613
120842,2022-04-21,62.1606
120506,2022-04-21,233.9542
149324,2022-04-21,78.4244
120841,2022-04-21,252.8407
102886,2022-04-21,130.779
120507,2022-04-21,291.9704
119092,2022-04-21,36.7331
118633,2022-04-21,50.8017
120504,2022-04-21,64.2909
120503,2022-04-21,65.1372
149322,2022-04-21,345.201
119093,2022-04-21,38.604
102885,2022-04-21,89.0309
120504,2022-04-22,64.5559
120841,2022-04-22,252.9775
100025,2022-04-22,27.0776
149324,2022-04-22,78.5124
125497,2022-04-22,592.315
102885,2022-04-22,89.0865
120506,2022-04-22,235.3064
125498,2022-04-22,102.1503
119551,2022-04-22,51.6815
119552,2022-04-22,61.7701
101207,2022-04-22,43.326
148569,2022-04-22,34.1797
102887,2022-04-22,170.7171
119094,2022-04-22,73.4095
100016,2022-04-22,526.4763
148568,2022-04-22,84.6555
119120,2022-04-22,42.8474
101208,2022-04-22,318.2097
149322,2022-04-22,347.2574
120503,2022-04-22,64.7587
118632,2022-04-22,53.3382
119092,2022-04-22,37.0256
149323,2022-04-22,77.82
118633,2022-04-22,51.1765
120843,2022-04-22,45.8446
119599,2022-04-22,87.3972
118634,2022-04-22,71.4501
120844,2022-04-22,3264.8266
118636,2022-04-22,32.1367
118635,2022-04-22,162.7859
119095,2022-04-22,56.7683
119093,2022-04-22,38.4436
120505,2022-04-22,183.2953
120842,2022-04-22,61.294
100033,2022-04-22,97.3115
101206,2022-04-22,309.1663
120507,2022-04-22,292.0214
102886,2022-04-22,129.0445
148567,2022-04-22,80.8707
119598,2022-04-22,108.2125
118636,2022-04-25,32.1172
120504,2022-04-25,63.5956
148567,2022-04-25,81.1214
119599,2022-04-25,89.5609
102885,2022-04-25,89.2583
120506,2022-04-25,233.3117
120842,2022-04-25,60.7034
119598,2022-04-25,106.6756
102886,2022-04-25,127.8885
101206,2022-04-25,312.2885
102887,2022-04-25,170.3478
149323,2022-04-25,76.7537
118634,2022-04-25,71.4454
125497,2022-04-25,585.7853
118633,2022-04-25,51.3323
100033,2022-04-25,97.0595
119552,2022-04-25,61.4989
100016,2022-04-25,525.6507
118632,2022-04-25,53.4247
119095,2022-04-25,58.8144
120844,2022-04-25,3264.4484
100025,2022-04-25,27.0566
120503,2022-04-25,64.7175
120841,2022-04-25,254.4022
149322,2022-04-25,346.7798
148568,2022-04-25,83.9538
125498,2022-04-25,103.628
118635,2022-04-25,164.1855
119120,2022-04-25,42.8347
119092,2022-04-25,37.0239
119551,2022-04-25,51.6081
119093,2022-04-25,38.89
120507,2022-04-25,292.0964
101207,2022-04-25,42.2461
149324,2022-04-25,78.3757
120505,2022-04-25,180.9016
120843,2022-04-25,45.6373
101208,2022-04-25,318.4409
119094,2022-04-25,72.0191
148569,2022-04-25,33.5325
118633,2022-04-26,52.1827
120505,2022-04-26,179.1258
120503,2022-04-26,65.0149
148568,2022-04-26,85.3415
125498,2022-04-26,103.8302
101206,2022-04-26,309.1608
125497,2022-04-26,592.8951
118636,2022-04-26,32.3057
102887,2022-04-26,171.4169
120504,2022-04-26,63.9494
120844,2022-04-26,3264.7953
119093,2022-04-26,38.5174
119092,2022-04-26,36.7115
149324,2022-04-26,78.365
118632,2022-04-26,53.1664
148569,2022-04-26,33.1861
100016,2022-04-26,525.3674
118634,2022-04-26,73.7341
119094,2022-04-26,71.7393
119599,2022-04-26,92.3003
102885,2022-04-26,89.408
120842,2022-04-26,61.426
149323,2022-04-26,77.7005
100025,2022-04-26,27.1345
148567,2022-04-26,80.9335
119095,2022-04-26,59.1475
102886,2022-04-26,129.5537
119552,2022-04-26,60.7918
120506,2022-04-26,229.8003
101207,2022-04-26,41.5553
119551,2022-04-26,51.7976
120841,2022-04-26,257.9294
149322,2022-04-26,342.7187
100033,2022-04-26,97.8075
119598,2022-04-26,105.1714
120843,2022-04-26,45.9663
120507,2022-04-26,292.2183
118635,2022-04-26,163.5868
101208,2022-04-26,318.4954
119120,2022-04-26,42.7848
119120,2022-04-27,42.9559
119092,2022-04-27,36.7958
120844,2022-04-27,3265.7043
120506,2022-04-27,231.1414
148569,2022-04-27,33.2487
118632,2022-04-27,53.2488
101207,2022-04-27,42.207
120507,2022-04-27,292.3833
119094,2022-04-27,70.9777
102886,2022-04-27,127.8936
119598,2022-04-27,105.8347
100016,2022-04-27,520.5493
119095,2022-04-27,58.6776
148567,2022-04-27,82.5248
120842,2022-04-27,61.6067
102885,2022-04-27,89.4097
118633,2022-04-27,52.1643
118634,2022-04-27,74.8716
119599,2022-04-27,92.2306
100033,2022-04-27,98.2034
125497,2022-04-27,591.7542
149322,2022-04-27,343.9399
148568,2022-04-27,83.9471
119551,2022-04-27,52.5042
149324,2022-04-27,77.9919
120843,2022-04-27,46.306
120504,2022-04-27,63.1654
120503,2022-04-27,64.7989
118636,2022-04-27,32.4052
125498,2022-04-27,102.8568
120841,2022-04-27,254.5782
149323,2022-04-27,77.5896
119093,2022-04-27,38.7961
101206,2022-04-27,304.3447
100025,2022-04-27,27.1638
101208,2022-04-27,318.4458
118635,2022-04-27,163.0914
119552,2022-04-27,60.7758
102887,2022-04-27,171.6412
120505,2022-04-27,180.8936
149323,2022-04-28,78.4147
119094,2022-04-28,70.8275
101207,2022-04-28,43.3682
120505,2022-04-28,185.3401
118633,2022-04-28,52.813
120843,2022-04-28,46.0177
119093,2022-04-28,38.8158
148569,2022-04-28,33.9588
119599,2022-04-28,90.5273
149324,2022-04-28,77.4983
102886,2022-04-28,128.8373
119598,2022-04-28,105.846
148567,2022-04-28,81.4756
120507,2022-04-28,292.3891
101206,2022-04-28,305.4756
118635,2022-04-28,163.9353
120504,2022-04-28,64.3454
119551,2022-04-28,52.2918
125498,2022-04-28,103.7947
149322,2022-04-28,345.1785
148568,2022-04-28,85.12
125497,2022-04-28,588.5626
120503,2022-04-28,65.0983
102887,2022-04-28,171.6247
120841,2022-04-28,256.9103
119092,2022-04-28,36.795
100025,2022-04-28,27.1683
119552,2022-04-28,62.2064
119095,2022-04-28,58.0232
120842,2022-04-28,61.2305
119120,2022-04-28,42.8925
102885,2022-04-28,89.4744
100033,2022-04-28,100.4489
100016,2022-04-28,524.6005
118634,2022-04-28,75.2735
118632,2022-04-28,53.3909
120506,2022-04-28,235.1126
120844,2022-04-28,3266.076
101208,2022-04-28,318.4732
118636,2022-04-28,32.4722
125497,2022-04-29,582.3889
119599,2022-04-29,93.6469
118634,2022-04-29,75.0232
119598,2022-04-29,105.9932
118636,2022-04-29,32.5348
101208,2022-04-29,318.4676
149324,2022-04-29,76.2324
120843,2022-04-29,46.3298
101207,2022-04-29,43.5577
120507,2022-04-29,292.4983
119120,2022-04-29,42.7928
100033,2022-04-29,98.6925
120506,2022-04-29,233.0396
119552,2022-04-29,61.799
118635,2022-04-29,165.281
148567,2022-04-29,83.1431
101206,2022-04-29,307.205
148568,2022-04-29,83.6996
120503,2022-04-29,65.4517
119095,2022-04-29,57.7494
120844,2022-04-29,3265.8374
118632,2022-04-29,52.8359
100025,2022-04-29,27.1932
100016,2022-04-29,525.7251
102885,2022-04-29,90.6679
120842,2022-04-29,60.7621
119092,2022-04-29,36.7836
119094,2022-04-29,71.1131
118633,2022-04-29,53.2492
148569,2022-04-29,33.8109
149323,2022-04-29,78.4976
120504,2022-04-29,64.1494
119093,2022-04-29,38.6392
102887,2022-04-29,172.7925
102886,2022-04-29,128.375
149322,2022-04-29,343.6083
120841,2022-04-29,257.3403
119551,2022-04-29,51.947
125498,2022-04-29,104.1108
120505,2022-04-29,188.5595
120505,2022-05-02,185.675
148567,2022-05-02,84.2051
148568,2022-05-02,83.0994
120503,2022-05-02,66.1141
149323,2022-05-02,78.5587
102887,2022-05-02,172.0858
125497,2022-05-02,579.8443
102885,2022-05-02,91.0662
119095,2022-05-02,57.2822
120844,2022-05-02,3266.9775
118632,2022-05-02,52.9005
100025,2022-05-02,27.2133
119598,2022-05-02,104.8261
119599,2022-05-02,96.112
125498,2022-05-02,101.0838
100016,2022-05-02,524.0515
119092,2022-05-02,36.7348
119094,2022-05-02,70.8691
149324,2022-05-02,76.8819
118633,2022-05-02,53.6234
118636,2022-05-02,32.6249
148569,2022-05-02,33.7684
119093,2022-05-02,38.2462
118634,2022-05-02,77.097
120842,2022-05-02,61.2566
120843,2022-05-02,45.9187
119120,2022-05-02,42.8769
101206,2022-05-02,312.7446
120841,2022-05-02,256.4518
119552,2022-05-02,62.7311
120504,2022-05-02,64.0779
102886,2022-05-02,127.0399
100033,2022-05-02,98.6144
149322,2022-05-02,343.4925
101208,2022-05-02,318.492
119551,2022-05-02,51.7444
118635,2022-05-02,164.6458
101207,2022-05-02,43.3862
120507,2022-05-02,292.527
120506,2022-05-02,235.8775
101208,2022-05-03,318.5146
100033,2022-05-03,97.6138
101207,2022-05-03,43.7647
118633,2022-05-03,52.7077
119120,2022-05-03,42.8032
118636,2022-05-03,32.5524
148569,2022-05-03,33.9648
119093,2022-05-03,37.8811
119599,2022-05-03,97.23
149324,2022-05-03,78.4759
120505,2022-05-03,187.7106
120507,2022-05-03,292.5851
125498,2022-05-03,101.6719
100016,2022-05-03,515.5881
119092,2022-05-03,36.0944
148567,2022-05-03,84.9267
101206,2022-05-03,309.1145
148568,2022-05-03,82.8354
120503,2022-05-03,65.7956
120506,2022-05-03,236.1054
118635,2022-05-03,164.4149
149322,2022-05-03,341.0072
102887,2022-05-03,172.8352
102885,2022-05-03,91.1916
120843,2022-05-03,46.1693
102886,2022-05-03,129.2529
120844,2022-05-03,3268.375
119552,2022-05-03,63.6991
118632,2022-05-03,53.5487
120842,2022-05-03,61.4537
120841,2022-05-03,258.3094
100025,2022-05-03,27.1173
119094,2022-05-03,70.5832
119598,2022-05-03,104.5377
119095,2022-05-03,58.4917
118634,2022-05-03,77.128
149323,2022-05-03,78.7661
119551,2022-05-03,52.1907
125497,2022-05-03,573.0126
120504,2022-05-03,63.6773
120506,2022-05-04,233.2738
120503,2022-05-04,65.2845
119598,2022-05-04,103.1171
119551,2022-05-04,52.3692
148568,2022-05-04,84.3871
120504,2022-05-04,63.3571
101208,2022-05-04,318.5332
148567,2022-05-04,86.056
148569,2022-05-04,33.7662
125498,2022-05-04,102.2188
101206,2022-05-04,308.9066
119093,2022-05-04,37.6545
118635,2022-05-04,163.739
120505,2022-05-04,186.3522
118634,2022-05-04,77.5996
100033,2022-05-04,98.3885
119599,2022-05-04,96.0778
149322,2022-05-04,338.5652
102886,2022-05-04,128.4322
149324,2022-05-04,77.9278
119552,2022-05-04,63.4215
119120,2022-05-04,42.713
102887,2022-05-04,172.6339
120841,2022-05-04,257.9055
119095,2022-05-04,58.5161
118636,2022-05-04,32.5777
119092,2022-05-04,36.5169
118633,2022-05-04,53.1688
119094,2022-05-04,70.8493
120507,2022-05-04,292.6754
118632,2022-05-04,52.7328
149323,2022-05-04,80.228
125497,2022-05-04,583.9792
120843,2022-05-04,46.1846
102885,2022-05-04,91.7326
101207,2022-05-04,42.0473
100025,2022-05-04,27.1011
120842,2022-05-04,60.6077
120844,2022-05-04,3269.343
100016,2022-05-04,522.4674
102887,2022-05-05,172.5497
118632,2022-05-05,53.1461
120842,2022-05-05,59.251
100025,2022-05-05,27.2195
120505,2022-05-05,185.1829
149324,2022-05-05,80.322
119552,2022-05-05,63.7735
100016,2022-05-05,517.1078
119551,2022-05-05,52.152
102886,2022-05-05,127.2521
149322,2022-05-05,337.3061
119093,2022-05-05,37.6241
119092,2022-05-05,36.5195
118633,2022-05-05,53.1364
120503,2022-05-05,65.1413
119094,2022-05-05,71.7888
125497,2022-05-05,584.1649
148567,2022-05-05,86.4082
102885,2022-05-05,92.2768
118635,2022-05-05,162.0471
148569,2022-05-05,33.6104
119095,2022-05-05,57.0973
101206,2022-05-05,312.2491
120506,2022-05-05,230.9212
118636,2022-05-05,32.6185
120844,2022-05-05,3269.6066
118634,2022-05-05,77.7191
125498,2022-05-05,102.3124
148568,2022-05-05,84.4596
149323,2022-05-05,80.4615
120504,2022-05-05,64.674
119120,2022-05-05,42.5701
100033,2022-05-05,96.5675
119599,2022-05-05,96.0875
101208,2022-05-05,318.5844
120841,2022-05-05,259.6766
119598,2022-05-05,104.6642
120843,2022-05-05,45.5717
120507,2022-05-05,292.7502
101207,2022-05-05,42.2362
118633,2022-05-06,52.9561
118635,2022-05-06,161.8392
120842,2022-05-06,60.6416
118634,2022-05-06,77.2934
119093,2022-05-06,37.8445
120506,2022-05-06,231.084
118632,2022-05-06,53.8221
101206,2022-05-06,312.7434
119120,2022-05-06,42.5305
102885,2022-05-06,93.0424
101207,2022-05-06,41.5823
125498,2022-05-06,103.48
148569,2022-05-06,33.6551
120844,2022-05-06,3271.0629
148567,2022-05-06,85.1638
101208,2022-05-06,318.6601
119094,2022-05-06,73.2288
120843,2022-05-06,45.3998
148568,2022-05-06,84.3278
120504,2022-05-06,65.2462
125497,2022-05-06,584.1677
120503,2022-05-06,64.621
119598,2022-05-06,106.4775
118636,2022-05-06,32.5949
119095,2022-05-06,57.3392
102887,2022-05-06,171.2338
120507,2022-05-06,292.8936
120841,2022-05-06,257.547
119092,2022-05-06,36.0854
119552,2022-05-06,64.7293
102886,2022-05-06,127.2178
149324,2022-05-06,80.8703
119599,2022-05-06,95.9289
100016,2022-05-06,514.6837
120505,2022-05-06,184.2861
100025,2022-05-06,27.1821
149323,2022-05-06,81.5918
119551,2022-05-06,52.4157
100033,2022-05-06,97.0341
149322,2022-05-06,333.5494
101208,2022-05-09,318.819
100016,2022-05-09,516.5793
125498,2022-05-09,102.7198
119095,2022-05-09,57.5028
148569,2022-05-09,33.5167
119599,2022-05-09,96.5142
118634,2022-05-09,77.4054
